"datetime","game_id","team","score_sit","sf","sa","bsf","bsa","msf","msa"
"2016-12-04 02:00:00+00",20369,"col",0,3,6,1,1,0,2
"2016-12-04 03:00:00+00",20370,"ana",-1,13,9,8,6,2,3
"2016-12-04 03:00:00+00",20370,"ana",0,17,18,11,9,4,6
"2016-12-04 03:00:00+00",20370,"edm",0,18,17,9,11,6,4
"2016-12-04 03:00:00+00",20370,"edm",1,9,13,6,8,3,2
"2016-12-04 22:00:00+00",20371,"tbl",0,19,21,5,12,9,11
"2016-12-04 22:00:00+00",20371,"car",0,21,19,12,5,11,9
"2016-12-04 23:00:00+00",20372,"det",-1,1,2,0,2,1,2
"2016-12-04 23:00:00+00",20372,"det",0,24,21,14,11,8,7
"2016-12-04 23:00:00+00",20372,"det",1,6,8,2,3,2,2
"2016-12-04 23:00:00+00",20372,"nyi",-1,8,6,3,2,2,2
"2016-12-04 23:00:00+00",20372,"nyi",0,21,24,11,14,7,8
"2016-12-04 23:00:00+00",20372,"nyi",1,2,1,2,0,2,1
"2016-12-04 23:00:00+00",20373,"phi",0,10,10,5,4,5,3
"2016-12-04 23:00:00+00",20373,"phi",1,6,18,3,9,5,7
"2016-12-04 23:00:00+00",20373,"phi",2,0,0,0,0,0,0
"2016-12-04 23:00:00+00",20373,"nsh",-2,0,0,0,0,0,0
"2016-12-04 23:00:00+00",20373,"nsh",-1,18,6,9,3,7,5
"2016-12-04 23:00:00+00",20373,"nsh",0,10,10,4,5,3,5
"2016-12-05 00:00:00+00",20374,"wpg",0,21,13,8,10,5,5
"2016-12-05 00:00:00+00",20374,"wpg",1,8,8,2,4,2,0
"2016-12-05 00:00:00+00",20374,"chi",-1,8,8,4,2,0,2
"2016-12-05 00:00:00+00",20374,"chi",0,13,21,10,8,5,5
"2016-12-05 02:30:00+00",20375,"ana",-3,10,6,3,2,3,3
"2016-12-05 02:30:00+00",20375,"ana",-2,0,1,1,0,0,0
"2016-12-05 02:30:00+00",20375,"ana",-1,10,6,6,5,2,1
"2016-12-05 02:30:00+00",20375,"ana",0,4,7,0,1,0,2
"2016-12-05 02:30:00+00",20375,"cgy",0,7,4,1,0,2,0
"2016-12-05 02:30:00+00",20375,"cgy",1,6,10,5,6,1,2
"2016-12-05 02:30:00+00",20375,"cgy",2,1,0,0,1,0,0
"2016-12-05 02:30:00+00",20375,"cgy",3,6,10,2,3,3,3
"2016-12-05 02:30:00+00",20376,"min",-1,7,9,2,3,2,4
"2016-12-05 02:30:00+00",20376,"min",0,24,16,7,10,7,7
"2016-12-05 02:30:00+00",20376,"edm",0,16,24,10,7,7,7
"2016-12-05 02:30:00+00",20376,"edm",1,9,7,3,2,4,2
"2016-12-04 20:00:00+00",20377,"mtl",-1,6,3,4,0,2,2
"2016-12-04 20:00:00+00",20377,"mtl",0,12,14,6,4,2,7
"2016-12-04 20:00:00+00",20377,"mtl",1,4,6,4,2,1,3
"2016-12-04 20:00:00+00",20377,"lak",-1,6,4,2,4,3,1
"2016-12-04 20:00:00+00",20377,"lak",0,14,12,4,6,7,2
"2016-12-04 20:00:00+00",20377,"lak",1,3,6,0,4,2,2
"2016-12-06 00:00:00+00",20378,"fla",-1,13,18,6,1,6,4
"2016-12-06 00:00:00+00",20378,"fla",0,10,10,5,5,3,6
"2016-12-06 00:00:00+00",20378,"bos",0,10,10,5,5,6,3
"2016-12-06 00:00:00+00",20378,"bos",1,18,13,1,6,4,6
"2016-12-06 00:00:00+00",20379,"ott",-3,1,1,0,1,0,0
"2016-12-06 00:00:00+00",20379,"ott",-2,2,3,5,0,2,1
"2016-12-06 00:00:00+00",20379,"ott",-1,13,14,3,4,3,0
"2016-12-06 00:00:00+00",20379,"ott",0,2,10,2,3,1,2
"2016-12-06 00:00:00+00",20379,"ott",1,3,6,1,2,0,2
"2016-12-06 00:00:00+00",20379,"ott",2,0,0,1,0,0,0
"2016-12-06 00:00:00+00",20379,"pit",-2,0,0,0,1,0,0
"2016-12-06 00:00:00+00",20379,"pit",-1,6,3,2,1,2,0
"2016-12-06 00:00:00+00",20379,"pit",0,10,2,3,2,2,1
"2016-12-06 00:00:00+00",20379,"pit",1,14,13,4,3,0,3
"2016-12-06 00:00:00+00",20379,"pit",2,3,2,0,5,1,2
"2016-12-06 00:00:00+00",20379,"pit",3,1,1,1,0,0,0
"2016-12-06 00:00:00+00",20380,"buf",0,17,10,4,3,3,4
"2016-12-06 00:00:00+00",20380,"buf",1,12,13,5,13,9,9
"2016-12-06 00:00:00+00",20380,"wsh",-1,13,12,13,5,9,9
"2016-12-06 00:00:00+00",20380,"wsh",0,10,17,3,4,4,3
"2016-12-06 00:00:00+00",20381,"ari",-3,2,3,1,0,0,0
"2016-12-06 00:00:00+00",20381,"ari",-2,0,2,1,0,2,1
"2016-12-06 00:00:00+00",20381,"ari",-1,6,10,2,4,6,7
"2016-12-06 00:00:00+00",20381,"ari",0,6,8,2,4,2,2
"2016-12-06 00:00:00+00",20381,"ari",1,0,1,0,0,0,2
"2016-12-06 00:00:00+00",20381,"cbj",-1,1,0,0,0,2,0
"2016-12-06 00:00:00+00",20381,"cbj",0,8,6,4,2,2,2
"2016-12-06 00:00:00+00",20381,"cbj",1,10,6,4,2,7,6
"2016-12-06 00:00:00+00",20381,"cbj",2,2,0,0,1,1,2
"2016-12-06 00:00:00+00",20381,"cbj",3,3,2,0,1,0,0
"2016-12-07 00:00:00+00",20382,"edm",-2,4,3,4,0,1,1
"2016-12-07 00:00:00+00",20382,"edm",-1,1,5,1,0,0,1
"2016-12-07 00:00:00+00",20382,"edm",0,10,8,1,2,5,5
"2016-12-07 00:00:00+00",20382,"edm",1,10,1,5,1,1,1
"2016-12-07 00:00:00+00",20382,"buf",-1,1,10,1,5,1,1
"2016-12-07 00:00:00+00",20382,"buf",0,8,10,2,1,5,5
"2016-12-07 00:00:00+00",20382,"buf",1,5,1,0,1,1,0
"2016-12-07 00:00:00+00",20382,"buf",2,3,4,0,4,1,1
"2016-12-07 00:00:00+00",20383,"van",-2,3,2,0,2,3,2
"2016-12-07 00:00:00+00",20383,"van",-1,12,10,4,3,3,5
"2016-12-07 00:00:00+00",20383,"van",0,3,6,0,0,0,3
"2016-12-07 00:00:00+00",20383,"njd",0,6,3,0,0,3,0
"2016-12-07 00:00:00+00",20383,"njd",1,10,12,3,4,5,3
"2016-12-07 00:00:00+00",20383,"njd",2,2,3,2,0,2,3
"2016-12-07 00:00:00+00",20384,"nyr",-2,14,7,4,0,3,2
"2016-12-07 00:00:00+00",20384,"nyr",-1,8,18,10,3,4,2
"2016-12-07 00:00:00+00",20384,"nyr",0,2,3,3,3,1,2
"2016-12-07 00:00:00+00",20384,"nyi",0,3,2,3,3,2,1
"2016-12-07 00:00:00+00",20384,"nyi",1,18,8,3,10,2,4
"2016-12-07 00:00:00+00",20384,"nyi",2,7,14,0,4,2,3
"2016-12-07 00:00:00+00",20385,"fla",-1,19,8,9,3,9,1
"2016-12-07 00:00:00+00",20385,"fla",0,19,7,7,10,8,2
"2016-12-07 00:00:00+00",20385,"fla",1,0,1,0,0,0,0
"2016-12-07 00:00:00+00",20385,"phi",-1,1,0,0,0,0,0
"2016-12-07 00:00:00+00",20385,"phi",0,7,19,10,7,2,8
"2016-12-07 00:00:00+00",20385,"phi",1,8,19,3,9,1,9
"2016-12-07 01:00:00+00",20386,"mtl",0,12,8,2,2,3,2
"2016-12-07 01:00:00+00",20386,"mtl",1,9,9,6,6,2,4
"2016-12-07 01:00:00+00",20386,"mtl",2,3,3,1,1,0,2
"2016-12-07 01:00:00+00",20386,"stl",-2,3,3,1,1,2,0
"2016-12-07 01:00:00+00",20386,"stl",-1,9,9,6,6,4,2
"2016-12-07 01:00:00+00",20386,"stl",0,8,12,2,2,2,3
"2016-12-07 01:00:00+00",20387,"col",-1,13,8,5,10,7,4
"2016-12-07 01:00:00+00",20387,"col",0,5,18,5,6,3,6
"2016-12-07 01:00:00+00",20387,"nsh",0,18,5,6,5,6,3
"2016-12-07 01:00:00+00",20387,"nsh",1,8,13,10,5,4,7
"2016-12-07 01:00:00+00",20388,"det",-2,7,6,1,5,3,0
"2016-12-07 01:00:00+00",20388,"det",-1,6,4,1,0,1,1
"2016-12-07 01:00:00+00",20388,"det",0,10,13,7,7,2,4
"2016-12-07 01:00:00+00",20388,"wpg",0,13,10,7,7,4,2
"2016-12-07 01:00:00+00",20388,"wpg",1,4,6,0,1,1,1
"2016-12-07 01:00:00+00",20388,"wpg",2,6,7,5,1,0,3
"2016-12-07 01:30:00+00",20389,"ari",-3,11,11,4,5,2,2
"2016-12-07 01:30:00+00",20389,"ari",-2,0,2,0,0,0,0
"2016-12-07 01:30:00+00",20389,"ari",-1,4,5,4,4,2,0
"2016-12-07 01:30:00+00",20389,"ari",0,7,4,4,8,3,3
"2016-12-07 01:30:00+00",20389,"chi",0,4,7,8,4,3,3
"2016-12-07 01:30:00+00",20389,"chi",1,5,4,4,4,0,2
"2016-12-07 01:30:00+00",20389,"chi",2,2,0,0,0,0,0
"2016-12-07 01:30:00+00",20389,"chi",3,11,11,5,4,2,2
"2016-12-07 01:30:00+00",20390,"cgy",-1,7,7,3,3,2,4
"2016-12-07 01:30:00+00",20390,"cgy",0,6,13,11,10,7,8
"2016-12-07 01:30:00+00",20390,"cgy",1,2,6,0,5,2,2
"2016-12-07 01:30:00+00",20390,"dal",-1,6,2,5,0,2,2
"2016-12-07 01:30:00+00",20390,"dal",0,13,6,10,11,8,7
"2016-12-07 01:30:00+00",20390,"dal",1,7,7,3,3,4,2
"2016-12-08 00:30:00+00",20391,"min",0,5,3,3,4,1,4
"2016-12-08 00:30:00+00",20391,"min",1,9,14,6,6,4,11
"2016-12-08 00:30:00+00",20391,"min",2,6,11,2,7,2,7
"2016-12-08 00:30:00+00",20391,"tor",-2,11,6,7,2,7,2
"2016-12-08 00:30:00+00",20391,"tor",-1,14,9,6,6,11,4
"2016-12-08 00:30:00+00",20391,"tor",0,3,5,4,3,4,1
"2016-12-08 01:00:00+00",20392,"bos",-3,6,0,5,0,2,3
"2016-12-08 01:00:00+00",20392,"bos",-2,10,9,1,1,3,8
"2016-12-08 01:00:00+00",20392,"bos",-1,9,4,5,3,7,2
"2016-12-08 01:00:00+00",20392,"bos",0,4,5,4,2,1,3
"2016-12-08 01:00:00+00",20392,"wsh",0,5,4,2,4,3,1
"2016-12-08 01:00:00+00",20392,"wsh",1,4,9,3,5,2,7
"2016-12-08 01:00:00+00",20392,"wsh",2,9,10,1,1,8,3
"2016-12-08 01:00:00+00",20392,"wsh",3,0,6,0,5,3,2
"2016-12-08 03:30:00+00",20393,"car",-1,0,0,0,0,0,0
"2016-12-08 03:30:00+00",20393,"car",0,6,11,0,6,4,4
"2016-12-08 03:30:00+00",20393,"car",1,1,1,0,0,0,0
"2016-12-08 03:30:00+00",20393,"car",2,0,1,0,2,0,1
"2016-12-08 03:30:00+00",20393,"ana",-2,1,0,2,0,1,0
"2016-12-08 03:30:00+00",20393,"ana",-1,1,1,0,0,0,0
"2016-12-08 03:30:00+00",20393,"ana",0,11,6,6,0,4,4
"2016-12-08 03:30:00+00",20393,"ana",1,0,0,0,0,0,0
"2016-12-08 03:30:00+00",20394,"ott",0,1,3,1,2,1,2
"2016-12-08 03:30:00+00",20394,"ott",1,5,4,0,3,0,1
"2016-12-08 03:30:00+00",20394,"ott",2,2,7,4,7,1,7
"2016-12-08 03:30:00+00",20394,"sjs",-2,7,2,7,4,7,1
"2016-12-08 03:30:00+00",20394,"sjs",-1,4,5,3,0,1,0
"2016-12-08 03:30:00+00",20394,"sjs",0,3,1,2,1,2,1
